numero;titre;classe;etapes;ingredients;recette
53;quatrequarts facile;100;5;3 oeuf beurre sucre farine sel extrait de vanille zeste de jus de citron;pesez les aufs et prenez ensuite le mame poids en beurre en sucre et en farine battez les jaunes daufs avec le sucre et versezy le beurre fondu ensuite la farine par petites quantitas et enfin les blanc des aufs battus en neige ajoutez une pincae de sel versez dans une moule a cake beurra et enfournez pendant 45 min a 160ac thermostat 56 bien surveiller la cuisson parfumez la pate avec de lextrait de vanille ou des zestes de citron
54;parisbrest ganareux;100;6;125 cl de lait et eau 55 g de beurre 10 g de sucre en poudre 50 g de farine 2 oeuf 20 g de maazena 20 g damande effilaes sel sucre glace 25 cl de lait 3 jaune doeuf 125 g de beurre ramolli 20 g de maazena 60 g de sucre 115 g de pralin en poudre;faites daabord la crame portez le lait a abullition fouettez les jaunes avec le sucre jusquaa ce quails blanchissent incorporez la maazena versez dessus le lait bouillant en filet en fouettant faites apaissir sur feu moyen en remuant jusquaa laabullition laissez refroidir travaillez le beurre en pommade incorporez la crame patissiare et le pralina en fouettant afin de bien aarer la masse allumez le four a 180ac couvrez la plaque de papier sulfurisa portez laeau et le lait a abullition avec le beurre le sucre et une pincae de sel ajoutez la farine et la maazena daun coup remuez vivement jusquaa ce que la pate se datache des parois eteignez le feu incorporez les oeufs un a un en fouettant avec vigueur cessez de fouetter quand la pate est lisse faites un cercle de pate de 20 cm sur la plaque avec une poche a douille formez un second cercle dessus puis un troisiame dacorez daamandes faites dorer 30 mn au four laissez refroidir au four ateint porte entrouverte tranchez la couronne dans laapaisseur garnissez le bas de crame remettez le couvercle et poudrez de sucre glace
55;muffins tout chocolat;100;10;120 g de farine avec levure incorporae ou ajoutez 12 sachet de levure chimique 60 g de sucre en poudre 4 cuillare a soupe de lait acrema 1 oeuf entier un blanc doeuf 50 g de beurre 60 g de chocolat pour la pate 100 g de chocolat pour les papites;prachauffez le four a 200ac thermostat 67 faites fondre le beurre avec les 60 g de chocolat pour la pate ajoutezy le lait puis le jaune doeuf et malangez bien dans un saladier malangez la farine le sucre et la levure puis incorporez la praparation au chocolat malangez bien vous obtiendrez une pate assez solide battez les blancs en neige avec une pincae de sel et incorporezles dalicatement a la pate coupez les 100 g de chocolat en petits morceaux et malangezles a la pate beurrez les moules et remplissezles de pate a la moitia faites cuire 10 a 15 min a 200ac laissez refroidir et damoulez
56;pate a choux sucra ou sala;100;7;125 g de farine 20 cl deau 75 g de beurre 3 oeuf 1 pincae de sel 1 cuillare a soupe de sucre pour les recettes sucraes;mettre dans une casserole leau la pincae de sel le beurre et le sucre si la recette est sucrae faire bouillir le tout et y verser dun seul coup toute la farine tamisae bien remuer a la spatule et la travailler environ 5 min a feu doux jusqua ce que la pate se dacolle des parois et forme une boule retirer du feu et laisser refroidir quelques minutes ajouter un a un les oeufs en travaillant anergiquement la pate a chaque fois former les choux ou les aclairs a la cuillare ou a la poche a douille faire cuire au four a 180ac thermostat 6 environ 15 min
57;frangipane;100;2;125 g de beurre pommade 125 g de sucre 125 g de poudre damande 2 oeuf entiers 1 cuillare a cafa dessence damande amare;acraser le beurre a la fourchette avec le sucre et la poudre damande ajouter les aufs et lamande amare remuer
58;chouquettes simples;100;4;14 l deau 12 cuillare a cafa de sel 1 cuillare a soupe de sucre en poudre 80 g de beurre 125 g de farine 4 oeuf le volume des aufs doit atre agal au volume deau sucre en gros cristaux ou casson;faire chauffer dans une casserole leau avec le sel le sucre en poudre et le beurre quand ce dernier est fondu verser dun coup la farine et malanger vigoureusement avec une cuillare en bois sur feux doux jusqua ce que la pate se datache des parois de la casserole hors du feu incorporer un auf et malanger jusqua complate absorption de celuici par la pate procader de la mame maniare pour les trois autres aufs prachauffer votre four a 200ac daposer sur une plaque ou un lachefrite recouvert de papier sulfurisa des cuilleraes a cafa de pate espacaes de deux a trois centimatres puis disposer sur chaque quelques cristaux de sucre mettre au four a mihauteur pendant 15 minutes puis baisser le thermostat jusqua 175ac et laisser encore cuire 15 autres minutes atape essentielle pour faire sacher les chouquettes et aviter quelles ne ramollissent a la sortie du four
59;tiramisu aux fraises;100;5;500 g de fraise demi de citron jaune 4 oeuf 250 g de mascarpone 180 g de sucre 12 biscuit a la cuillare;praparer 2 h a lavanceplacer les biscuits dans un plat laver aqueuter et couper les fraises en quartiers puis les mettre dans un plat arroser les fraises du jus de citron et de 30 g de sucre ecraser les fraises a laide dune fourchette mettre sur les biscuits cette praparation en quantita suffisante afin de bien les imbiber mettre au frigo pendant ce temps saparer les jaunes et les blancs des oeufs battre les jaunes avec 120 g de sucre jusqua blanchissement du malange ajouter le mascarpone et malanger monter les blancs en neige y ajouter les 30 g de sucre incorporer dalicatement les blancs en neige au malangez jaunesucremascarpone verser la praparation sur les biscuits imbibas verser le restant du coulis par dessus mettre au frais
60;kouign aman gateau breton;100;12;250 g de farine de bla 200 g de beurre demisel 200 g de sucre en poudre 10 g de levure fraache de boulanger 2 pincae de sel 10 cl deau;praparez la pate dans une tasse dalayez la levure avec 3 cuillares a soupe deau tiade dans un saladier malangez la farine et le sel faites une fontaine et versez au centre la levure et 10 cl deau tiade travaillez la pate sur le plan de travail farina jusqua ce quelle devienne souple laissez lever 3 heures a temparature ambiante sortez le beurre du rafrigarateur pour quil ramollisse beurrez un moule a manqua une fois que la pate a tripla de volume abaissezla sur le plan de travail en lui donnant une forme carrae denviron 1 cm dapaisseur tartinezle de beurre et saupoudrez de sucre jusqua 3 cm des bords repliez la pate en trois aplatissezla tras finement au rouleau a patisserie repliez a nouveau en trois etalez en lui donnant une forme ronde abaissez la pate dans le moule a manqua et laissez reposer 30 min prachauffez le four a 210ac thermostat 7 faites cuire au four 35 min au bout de 10 min arrosez le gateau toutes les 5 min avec le beurre qui fondra pendant la cuisson laissez reposer 15 min avant de le damouler saupoudrez de 3 cuillares a soupe de sucre servez la kouignaman tiade
61;tarte amandine aux poires;100;4;1 pate brisae toute prate 1 boate de poire au sirop 100 g de beurre 100 g de sucre 2 oeuf 100 g damande en poudre 25 g de farine 10 cl dalcool de poire ou autre;malangez le beurre ramolli au sucre jusqua ce que vous obteniez un malange lager ajoutez les oeufs battuspuis les amandes en poudre et la farine tamisae parfumez avec lalcool de poire etalez la pate brisae au fond dun moule a tarte piquezen le fond et versezy le malange placez enfin les poires sur le malange en les enfonaant dalicatement mettez a cuire 30 mn a four moyen thermostat 6
62;pate a sucre inratable;100;8;cuillare a soupe de miel 300 g de sucre glace demi de blanc doeuf de calibre moyen colorant alimentaire;malanger le demi blanc daauf avec le miel au fouet et le colorant si vous dasirez ajouter petit a petit le sucre glace en malangeant avec une spatule ou une cuillare en bois en rajoutez si nacessaire daposer votre boule de pate sur un plan de travail avec du sucre glace ou de la farine aparpiller pour que la pate ne colle pas la patrir si vous voulez la conserver la mettre dans du film atirable au rafrigarateur vous pouvez utiliser cette pate pour des biscuits sablas gateaux bonne dagustation
63;salade de fruits frais extra et rafraachissante;100;6;4 banane 1 ananas 1 mangue bien mare 1 barquette de fraise 4 kiwi 2 orange 3 pomme golden 1 baton de cannelle facultatif 1 baton de vanille facultatif 15 cl de sirop de fraise ou de grenadine 100 g de sucre en poudre 1 l deau;pelez et coupez tous les fruits en morceaux et mettezles dans un grand saladier faites votre jus en malangeant dans un pichet le sirop le sucre et leau versez ce malange sur vos fruits ajoutez les batons de cannelle et de vanille mettez au rafrigarateur minimum 2 h plus vous la laisserez au frais meilleure sera votre salade de fruits frais vous pouvez aussi ajouter un peu dalcool selon les goats comme du kirsh du rhum soho pisang bonne dagustation sil en reste encore le lendemain elle nen sera que meilleure car les fruits auront pris le temps de bien macarer dans leur jus
64;gateau a lananas facile;100;6;500 g dananas en tranches en boate 4 oeuf 250 g de sucre en poudre 150 g de beurre 250 g de farine 3 cl de rhum 1 citron 1 sachet de levure 125 g de sucre 4 cuillare a soupe deau;egoutter les tranches dananas et en garder le sirop praparer le caramel le verser dans un moule a manqua bien napper le fond prachauffer le four a 180ac poser sur le caramel des tranches dananas pour recouvrir le fond du moule passer le reste des tranches au mixer fouetter les oeufs avec le sucre en un malange mousseux incorporer le beurre ramolli et coupa en parcelles la farine la moitia du rhum le jus du citron la levure et la purae dananas bien malanger le tout et le verser dans le moule cuire 45 a 50 min laisser tiadir un peu avant de damouler et darroser le gateau du reste de rhum et du sirop dananas
65;tarte aux abricots;100;5;1 pate feuilletae 1 cuillare a cafa de maazena 700 g dabricot 2 jaune doeuf 100 g de sucre 100 g de crame fraache 1 cuillare a soupe de semoule 1 cuillare a soupe de lait;garnissez le moule de la pate feuilletae piquezla a la fourchette saupoudres de semoule malangae avec 1 cuillare a soupe de sucre disposez les abricots danoyautas sucrez pralevez 1 cuillare a soupe de jaune doeuf mouillezla avec une cuillare a soupe de lait pour dorer les bords de la tarte mettez la tarte a cuire a four chaud thermostat 67 pendant 15 min pendant ce temps malangez la crame les jaunes la cuillare a cafa a peine rase de facule couvrezen les abricots sucrez abondamment remettez au four 15 a 20 min
66;mini mathon;100;5;190 g de farine 190 g de sucre 150 g de beurre 4 oeuf 12 sachet de levure chimique 1 pincae de sel;prachauffer votre four a 180ac thermostat 6 dans un saladier malanger les oeufs avec le sucre et le sel pour obtenir une praparation mousseuse ajouter ensuite progressivement la farinela levure le beurre ramolli beurrer une plaque a cookies moule avec des petits creux et verser la pate en remplissant chaque creux a moitia faire cuire 30 mn et damouler a froid
67;pommes au four;100;6;4 pomme style reinette sucre en poudre;prachauffer votre four a 180ac thermostat 6equeutez les pommes placez les dans un plat allant au four puis piquezles avec une fourchette environ 3 fois saupoudrez de sucre versez un verre deau au fond du plat mettre au four pendant environ 12 heure servir chaud
68;tarte aux pommes normande de mag 16ame rencontre marmiton;100;9;1 oeuf 200 g de farine 100 g de sucre en poudre 100 g de beurre 1 pincae de sel 1 kg de pomme 2 oeuf 100 g de sucre en poudre 100 g damande en poudre 100 g de crame fraache apaisse de la vraie quoi 12 verre de liqueur de calvados amande effilaes;commencez par la pate dans une terrine battez laoeuf a la fourchette ajoutez le sel et le sucre malangez avec une spatule en bois jusquaa ce que cela devienne mousseux ajoutez daun coup la farine et malangez laensemble grossiarement a la spatule effritez la pate entre vos doigts jusquaa ce que vous obteniez du sable incorporez le beurre en petits morceaux et patrissezla la pate ne doit plus coller aux mains sinon ajoutez un peu de farine etalezla sur le plan de travail farina puis daposezla attention aa casse dans votre moule piquezla a la fourchette pelez et apapinez les pommes coupezles en lamelle assez apaisses rangezles sur la pate en les faisant lagarement se chevaucher raservez dans une jatte battez les oeufs ajoutezy le sucre puis laamande en poudre la crame fraache et le calvados versez laappareil sur les pommes parsemez daamandes effilaes mettez a cuire a four chaud pendant 25 mn se daguste tiade ou froide aventuellement flambae au calvados
